x,y,value,rgb_distance
13.2897196,0.851851852,843.243243243,2.5
13.4579439,0.851851852,843.243243243,2.5
13.6261682,0.851851852,843.243243243,2.5
13.7943925,0.851851852,843.243243243,2.5
13.9626168,0.851851852,843.243243243,2.5
14.1308411,0.851851852,843.243243243,2.5
14.2990654,0.851851852,908.108108108,5.787918
14.4672897,0.851851852,843.243243243,3.905125
14.635514,0.851851852,843.243243243,4.272002
14.8037383,0.851851852,875.675675676,15.16575
14.9719626,0.851851852,,90.37975
15.1401869,0.851851852,,48.71858
15.3084112,0.851851852,,53.32213
15.4766355,0.851851852,,80.00781
15.6448598,0.851851852,,35.52816
15.8130841,0.851851852,,56.75385
15.9813084,0.851851852,,83.32167
16.1495327,0.851851852,,44.89154
16.317757,0.851851852,,90.80474
16.4859813,0.851851852,,42.29953
16.6542056,0.851851852,843.243243243,6.344289
16.8224299,0.851851852,875.675675676,5.385165
16.9906542,0.851851852,,49.21382
17.1588785,0.851851852,,53.90733
17.3271028,0.851851852,,62.12085
17.4953271,0.851851852,908.108108108,3.535534
17.6635514,0.851851852,908.108108108,4.1833
17.8317757,0.851851852,908.108108108,5.787918
18,0.851851852,,106.8936
0,0.814814815,,97.69084
0.168224299,0.814814815,843.243243243,1.5
0.336448598,0.814814815,810.810810811,4.609772
0.504672897,0.814814815,810.810810811,4.609772
0.672897196,0.814814815,810.810810811,4.609772
0.841121495,0.814814815,810.810810811,4.609772
1.00934579,0.814814815,810.810810811,4.609772
1.17757009,0.814814815,810.810810811,4.609772
1.34579439,0.814814815,843.243243243,4.387482
1.51401869,0.814814815,843.243243243,3.5
1.68224299,0.814814815,843.243243243,3.5
1.85046729,0.814814815,843.243243243,3.5
2.01869159,0.814814815,843.243243243,3.5
2.18691589,0.814814815,843.243243243,2.692582
2.35514019,0.814814815,843.243243243,1.802776
2.52336449,0.814814815,843.243243243,3.5
2.69158879,0.814814815,843.243243243,2.692582
2.85981308,0.814814815,875.675675676,2
3.02803738,0.814814815,875.675675676,0
3.19626168,0.814814815,875.675675676,2.44949
3.36448598,0.814814815,875.675675676,4.242641
3.53271028,0.814814815,908.108108108,4.84768
3.70093458,0.814814815,908.108108108,4.84768
3.86915888,0.814814815,875.675675676,4.242641
4.03738318,0.814814815,875.675675676,2.236068
4.20560748,0.814814815,875.675675676,1
4.37383178,0.814814815,875.675675676,2.236068
4.54205607,0.814814815,875.675675676,2.236068
4.71028037,0.814814815,843.243243243,5.220153
4.87850467,0.814814815,843.243243243,3.905125
